DOI,Title,Authors,Journal/Book,Publication Year,Create Date,Article Type,Language,Abstract
10.1016/j.invent.2018.06.004,Evaluation of a brief unguided psychological online intervention for depression: A controlled trial including exploratory moderator analyses,"Lüdtke T, Westermann S, Pult LK, Schneider BC, Pfuhl G, Moritz S.",Internet Interv,2018,2018.9.13,,,
10.1080/02646838.2023.2280714,Overcoming training bottlenecks: mixed-methods evaluation of digital training for non-specialists in postnatal depression self-help treatment,"Dallison S, Jenkinson C, Davey A, O'Mahen H.",J Reprod Infant Psychol,2025,2023.11.21,,,
10.2196/65357,The EmpkinS-EKSpression Reappraisal Training Augmented With Kinesthesia in Depression: One-Armed Feasibility Study,"Keinert M, Schindler-Gmelch L, Rupp LH, Sadeghi M, Richer R, Capito K, Eskofier BM, Berking M.",JMIR Form Res,2025,2025.4.14,,,
10.1016/j.invent.2021.100399,The Supportive Accountability Inventory: Psychometric properties of a measure of supportive accountability in coached digital interventions,"Meyerhoff J, Haldar S, Mohr DC.",Internet Interv,2021,2021.5.24,,,
10.1080/08964289.2016.1223597,Using High-Risk Adolescents' Voices to Develop a Comprehensible Cognitive Behavioral Therapy-Based Text-Message Program,"Thorsen MM, Patena JV, Guthrie KM, Spirito A, Ranney ML.",Behav Med,2018,2016.9.6,,,
10.2196/58427,"Integration of a Mental Health App (e-MICHI) Into a Blended Treatment of Depression in Adolescents: Single-Group, Naturalistic Feasibility Trial","Lincke L, Martin-Döring T, Daunke A, Sadkowiak A, Nolkemper DA, Sproeber-Kolb N, Bienioschek S, Reis O, Kölch M.",JMIR Form Res,2025,2025.5.2,,,
10.2196/resprot.2389,Feasibility of a personal health technology-based psychological intervention for men with stress and mood problems: randomized controlled pilot trial,"Lappalainen P, Kaipainen K, Lappalainen R, Hoffrén H, Myllymäki T, Kinnunen ML, Mattila E, Happonen AP, Rusko H, Korhonen I.",JMIR Res Protoc,2013,2013.4.25,,,
10.2196/51022,Determinants of Dropout From a Virtual Agent-Based App for Insomnia Management in a Self-Selected Sample of Users With Insomnia Symptoms: Longitudinal Study,"Sanchez Ortuño MM, Pecune F, Coelho J, Micoulaud-Franchi JA, Salles N, Auriacombe M, Serre F, Levavasseur Y, De Sevin E, Sagaspe P, Philip P.",JMIR Ment Health,2025,2025.1.16,,,
10.2196/67171,"Engagement With an Internet-Administered, Guided, Low-Intensity Cognitive Behavioral Therapy Intervention for Parents of Children Treated for Cancer: Analysis of Log-Data From the ENGAGE Feasibility Trial","Reuther C, von Essen L, Mustafa MI, Saarijärvi M, Woodford J.",JMIR Form Res,2025,2025.1.28,,,
10.2196/mhealth.3660,"Qualitative feedback from a text messaging intervention for depression: benefits, drawbacks, and cultural differences","Aguilera A, Berridge C.",JMIR Mhealth Uhealth,2014,2014.11.7,,,
10.1080/09638237.2025.2460123,"Starting well, staying well: randomised controlled trial of ""Whitu - seven ways in seven days,"" a well-being app for university students","Thabrew H, Boggis AL, Hunt P, Lim D, Cavadino A, Serlachius AS.",J Ment Health,2025,2025.2.21,,,
10.1109/EMBC48229.2022.9871015,Journaling Data for Daily PHQ-2 Depression Prediction and Forecasting,"Kathan A, Triantafyllopoulos A, He X, Milling M, Yan T, Rajamani ST, Kuster L, Harrer M, Heber E, Grossmann I, Ebert DD, Schuller BW.",Annu Int Conf IEEE Eng Med Biol Soc,2022,2022.9.10,,,
10.1186/s12884-019-2196-8,Mood and quality of life changes in pregnancy and postpartum and the effect of a behavioral intervention targeting excess gestational weight gain in women with overweight and obesity: a parallel-arm randomized controlled pilot trial,"Altazan AD, Redman LM, Burton JH, Beyl RA, Cain LE, Sutton EF, Martin CK.",BMC Pregnancy Childbirth,2019,2019.1.31,,,
10.1016/j.invent.2018.11.001,Smartphone-based ecological momentary assessment and intervention in a blended coping-focused therapy for distressing voices: Development and case illustration,"Bell IH, Fielding-Smith SF, Hayward M, Rossell SL, Lim MH, Farhall J, Thomas N.",Internet Interv,2018,2018.12.5,,,
10.1037/adb0000677,Indigenously adapted cognitive-behavioral therapy for excessive smartphone use (IACBT-ESU): A randomized controlled trial,"Khalily MT, Bhatti MM, Ahmad I, Saleem T, Hallahan B, Ali SA, Khan AA, Hussain B.",Psychol Addict Behav,2021,2020.7.24,,,
10.1192/bjo.2018.18,Chat- and internet-based cognitive-behavioural therapy in treatment of adolescent depression: randomised controlled trial,"Topooco N, Berg M, Johansson S, Liljethörn L, Radvogin E, Vlaescu G, Nordgren LB, Zetterqvist M, Andersson G.",BJPsych Open,2018,2018.7.11,,,
10.1016/j.brat.2024.104554,Comparative effectiveness of remote digital gamified and group CBT skills training interventions for anxiety and depression among college students: Results of a three-arm randomised controlled trial,"Bantjes J, Hunt X, Cuijpers P, Kazdin AE, Kennedy CJ, Luedtke A, Malenica I, Petukhova M, Sampson N, Zainal NH, Davids C, Dunn-Coetzee M, Gerber R, Stein DJ, Kessler RC.",Behav Res Ther,2024,2024.5.7,,,
10.2196/55483,Economic Evaluation of a Web Application Implemented in Primary Care for the Treatment of Depression in Patients With Type 2 Diabetes Mellitus: Multicenter Randomized Controlled Trial,"Varela-Moreno E, Anarte-Ortiz MT, Jodar-Sanchez F, Garcia-Palacios A, Monreal-Bartolomé A, Gili M, García-Campayo J, Mayoral-Cleries F.",JMIR Mhealth Uhealth,2024,2024.5.16,,,
10.2196/42167,"Perceptions of a Digital Mental Health Platform Among Participants With Depressive Disorder, Anxiety Disorder, and Other Clinically Diagnosed Mental Disorders in Singapore: Usability and Acceptability Study","Phang YS, Heaukulani C, Martanto W, Morris R, Tong MM, Ho R.",JMIR Hum Factors,2023,2023.3.29,,,
10.2196/50555,"Efficacy of Mobile App-Based Cognitive Behavioral Therapy for Insomnia: Multicenter, Single-Blind Randomized Clinical Trial","Shin J, Kim S, Lee J, Gu H, Ahn J, Park C, Seo M, Jeon JE, Lee HY, Yeom JW, Kim S, Yoon Y, Lee HJ, Kim SJ, Lee YJ.",J Med Internet Res,2024,2024.7.26,,,
10.1136/bmjopen-2019-036482,Internet-based cognitive-behavioural therapy for prevention of depression during pregnancy and in the post partum (iPDP): a protocol for a large-scale randomised controlled trial,"Nishi D, Imamura K, Watanabe K, Obikane E, Sasaki N, Yasuma N, Sekiya Y, Matsuyama Y, Kawakami N.",BMJ Open,2020,2020.5.20,,,
10.1136/bmjopen-2022-063593,Mom's Good Mood: screening and management of perinatal depression within primary healthcare system in China-protocol for an effectiveness-implementation design study,"Lu M, Jiang M, Gu Y, Li H, Hou Y, Yu X, Cao Y, Zhu B, Tao F.",BMJ Open,2023,2023.5.2,,,
10.1016/j.invent.2024.100744,Guided web app intervention for reducing symptoms of depression in postpartum women: Results of a feasibility randomized controlled trial,"Franco P, Olhaberry M, Kelders S, Muzard A, Cuijpers P.",Internet Interv,2024,2024.5.6,,,
10.1037/ccp0000946,A randomized trial of an app-enhanced group cognitive behavioral therapy for adolescents with mood or psychotic spectrum disorders,"Weintraub MJ, Ichinose MC, Zinberg JL, Salimian A, Brown RD, Morgan-Fleming G, Gamarra JM, Tran T, Miklowitz DJ.",J Consult Clin Psychol,2025,2025.2.27,,,
10.1016/j.invent.2020.100340,An iPad application-based intervention for improving post-stroke depression symptoms in a convalescent rehabilitation ward: A pilot randomized controlled clinical trial protocol,"Uchida H, Hiragaki Y, Nishi Y, Nakahara S, Koumoto J, Onmyoji Y, Fujimoto N, Kawakami K, Ishii M, Hirao K.",Internet Interv,2020,2020.9.18,,,
10.2196/11702,Correction: Smartphone Cognitive Behavioral Therapy as an Adjunct to Pharmacotherapy for Refractory Depression: Randomized Controlled Trial,"Mantani A, Kato T, Furukawa TA, Horikoshi M, Imai H, Hiroe T, Chino B, Funayama T, Yonemoto N, Zhou Q, Kawanishi N.",J Med Internet Res,2018,2018.9.1,,,
10.1017/S0033291722000472,Improved resilience following digital cognitive behavioral therapy for insomnia protects against insomnia and depression one year later,"Cheng P, Kalmbach DA, Hsieh HF, Castelan AC, Sagong C, Drake CL.",Psychol Med,2023,2022.3.8,,,
10.1038/s41598-021-90320-5,Effect of smartphone-based stress management programs on depression and anxiety of hospital nurses in Vietnam: a three-arm randomized controlled trial,"Imamura K, Tran TTT, Nguyen HT, Sasaki N, Kuribayashi K, Sakuraya A, Bui TM, Nguyen AQ, Nguyen QT, Nguyen NT, Nguyen KT, Nguyen GTH, Tran XTN, Truong TQ, Zhang MW, Minas H, Sekiya Y, Watanabe K, Tsutsumi A, Kawakami N.",Sci Rep,2021,2021.6.1,,,
10.1182/bloodadvances.2024013861,Digital cognitive behavioral therapy vs education for pain in adults with sickle cell disease,"Jonassaint CR, Lalama CM, Carroll CP, Badawy SM, Hamm ME, Stinson JN, Lalloo C, Saraf SL, Gordeuk VR, Cronin RM, Shah N, Lanzkron SM, Liles D, O'Brien JA, Trimnell C, Bailey L, Lawrence RH, Saint Jean L, DeBaun M, De Castro LM, Palermo TM, Abebe KZ.",Blood Adv,2024,2024.10.7,,,
10.2196/32306,A Smartphone-Based Self-Management Intervention for Individuals with Bipolar Disorder (LiveWell): Qualitative Study on User Experiences of the Behavior Change Process,"Jonathan GK, Dopke CA, Michaels T, Martin CR, Ryan C, McBride A, Babington P, Goulding EH.",JMIR Ment Health,2021,2021.11.23,,,
10.2196/11591,An Online Mindfulness-Based Cognitive Behavioral Therapy Intervention for Youth Diagnosed With Major Depressive Disorders: Protocol for a Randomized Controlled Trial,"Ritvo P, Daskalakis ZJ, Tomlinson G, Ravindran A, Linklater R, Kirk Chang M, Knyahnytska Y, Lee J, Alavi N, Bai S, Harber L, Jain T, Katz J.",JMIR Res Protoc,2019,2019.7.31,,,
10.2196/humanfactors.7951,Exploring User Learnability and Learning Performance in an App for Depression: Usability Study,"Stiles-Shields C, Montague E, Lattie EG, Schueller SM, Kwasny MJ, Mohr DC.",JMIR Hum Factors,2017,2017.8.13,,,
10.1001/jamanetworkopen.2024.61502,Emotional Processing Following Digital Cognitive Behavioral Therapy for Insomnia in People With Depressive Symptoms: A Randomized Clinical Trial,"Tamm S, Tse KYK, Hellier J, Saunders KEA, Harmer CJ, Espie CA, Reid M, Kyle SD.",JAMA Netw Open,2025,2025.2.27,,,
10.1007/s11764-023-01470-6,Systematic review on the effectiveness of mobile health applications on mental health of breast cancer survivors,"Horn A, Jírů-Hillmann S, Widmann J, Montellano FA, Salmen J, Pryss R, Wöckel A, Heuschmann PU.",J Cancer Surviv,2025,2023.10.31,,,
10.1111/jcpp.12663,Annual Research Review: Digital health interventions for children and young people with mental health problems - a systematic and meta-review,"Hollis C, Falconer CJ, Martin JL, Whittington C, Stockton S, Glazebrook C, Davies EB.",J Child Psychol Psychiatry,2017,2016.12.13,,,
10.2196/47515,Comparison of the Working Alliance in Blended Cognitive Behavioral Therapy and Treatment as Usual for Depression in Europe: Secondary Data Analysis of the E-COMPARED Randomized Controlled Trial,"Doukani A, Quartagno M, Sera F, Free C, Kakuma R, Riper H, Kleiboer A, Cerga-Pashoja A, van Schaik A, Botella C, Berger T, Chevreul K, Matynia M, Krieger T, Hazo JB, Draisma S, Titzler I, Topooco N, Mathiasen K, Vernmark K, Urech A, Maj A, Andersson G, Berking M, Baños RM, Araya R.",J Med Internet Res,2024,2024.5.31,,,
10.1007/s11920-019-1031-2,Computer-Assisted Cognitive-Behavior Therapy and Mobile Apps for Depression and Anxiety,"Wright JH, Mishkind M, Eells TD, Chan SR.",Curr Psychiatry Rep,2019,2019.6.29,,,
10.3390/healthcare12141435,Effects of Digital Psychotherapy on Suicide: A Systematic Review and Meta-Analysis,"Oh J, Ho J, Lee S, Park JH.",Healthcare (Basel),2024,2024.7.26,,,
10.1176/appi.ps.20220401,"Attributes of Provider Referrals for Digital Mental Health Applications in an Integrated Health System, 2019-2021","Eberhart L, Seegan P, McGuire J, Hu H, Tripuraneni BR, Miller MJ.",Psychiatr Serv,2024,2023.7.26,,,
10.3390/bs11080113,Social and Mental Health Impact of Nuclear Disaster in Survivors: A Narrative Review,"Longmuir C, Agyapong VIO.",Behav Sci (Basel),2021,2021.8.26,,,
10.1186/s12888-016-0818-5,Effectiveness of blended depression treatment for adults in specialised mental healthcare: study protocol for a randomised controlled trial,"Kemmeren LL, van Schaik DJ, Riper H, Kleiboer AM, Bosmans JE, Smit JH.",BMC Psychiatry,2016,2016.4.23,,,
10.2196/56882,A Tailored Postpartum eHealth Physical Activity Intervention for Individuals at High Risk of Postpartum Depression-the POstpartum Wellness Study (POW): Protocol and Data Overview for a Randomized Controlled Trial,"Ramsey M, Oberman N, Quesenberry CP Jr, Kurtovich E, Gomez Chavez L, Chess A, Brown SD, Albright CL, Bhalala M, Badon SE, Avalos LA.",JMIR Res Protoc,2024,2024.10.29,,,
10.1186/s12888-022-03840-3,Evaluating telehealth lifestyle therapy versus telehealth psychotherapy for reducing depression in adults with COVID-19 related distress: the curbing anxiety and depression using lifestyle medicine (CALM) randomised non-inferiority trial protocol,"Young LM, Moylan S, John T, Turner M, Opie R, Hockey M, Saunders D, Bruscella C, Jacka F, Teychenne M, Rosenbaum S, Banker K, Mahoney S, Tembo M, Lai J, Mundell N, McKeon G, Yucel M, Speight J, Absetz P, Versace V, Chatterton ML, Berk M, Manger S, Mohebbi M, Morgan M, Chapman A, Bennett C, O'Shea M, Rocks T, Leach S, O'Neil A.",BMC Psychiatry,2022,2022.3.29,,,
10.1016/j.sleep.2024.10.030,Enhancing sleep and mood in depressed adolescents: A randomized trial on nurse-led digital cognitive behavioral therapy for insomnia,"Bai N, Yin M.",Sleep Med,2024,2024.11.7,,,
10.2196/mhealth.5855,"Physical Activity, Mind Wandering, Affect, and Sleep: An Ecological Momentary Assessment","Fanning J, Mackenzie M, Roberts S, Crato I, Ehlers D, McAuley E.",JMIR Mhealth Uhealth,2016,2016.9.2,,,
10.1080/08964289.2013.867827,"Pilot feasibility study of a brief, tailored mobile health intervention for depression among patients with chronic pain","Ahmedani BK, Crotty N, Abdulhak MM, Ondersma SJ.",Behav Med,2015,2013.12.10,,,
10.2196/40275,The Use of Text Messaging as an Adjunct to Internet-Based Cognitive Behavioral Therapy for Major Depressive Disorder in Youth: Secondary Analysis,"Walters C, Gratzer D, Dang K, Laposa J, Knyahnytska Y, Ortiz A, Gonzalez-Torres C, Moore LP, Chen S, Ma C, Daskalakis Z, Ritvo P.",JMIR Form Res,2024,2024.5.31,,,
10.1080/20008066.2024.2432163,Targeting sleep quality in acutely traumatized individuals to reduce the risk for PTSD: study protocol for a multicentre randomized clinical trial,"Sayk C, Lehmann-Grube J, Fassbinder E, Groch S, Schäfer I, Wilhelm-Groch I.",Eur J Psychotraumatol,2024,2024.12.19,,,
10.1111/wvn.12673,The effectiveness of technology-based cognitive behavioral therapy on perinatal depression and anxiety: A systematic review and meta-analysis,"Ching H, Chua JYX, Chua JS, Shorey S.",Worldviews Evid Based Nurs,2023,2023.8.10,,,
10.3389/fpsyt.2021.660534,Clinical and Cost-Effectiveness of PSYCHOnlineTHERAPY: Study Protocol of a Multicenter Blended Outpatient Psychotherapy Cluster Randomized Controlled Trial for Patients With Depressive and Anxiety Disorders,"Baumeister H, Bauereiss N, Zarski AC, Braun L, Buntrock C, Hoherz C, Idrees AR, Kraft R, Meyer P, Nguyen TBD, Pryss R, Reichert M, Sextl T, Steinhoff M, Stenzel L, Steubl L, Terhorst Y, Titzler I, Ebert DD.",Front Psychiatry,2021,2021.5.31,,,
10.2196/27410,Guided Internet-Based Cognitive Behavioral Therapy for Depression: Implementation Cost-Effectiveness Study,"Piera-Jiménez J, Etzelmueller A, Kolovos S, Folkvord F, Lupiáñez-Villanueva F.",J Med Internet Res,2021,2021.5.11,,,
10.1080/07317115.2024.2395890,Older Adults Experience with a Layperson-Supported Digital Mental Health Intervention for Depression: Qualitative Insights on Engagement,"Xiang X, Turner S, Ruiz-Sierra S, Zheng C, Ash S, Kodkany N, Dimoji A, Gosdzinski C, Kubicek G.",Clin Gerontol,2024,2024.8.28,,,
10.1186/1745-6215-14-396,The effectiveness of a suicide prevention app for indigenous Australian youths: study protocol for a randomized controlled trial,"Shand FL, Ridani R, Tighe J, Christensen H.",Trials,2013,2013.11.22,,,
10.1111/jep.70022,Evaluation of a Trial of Computerised Cognitive Behavioural Therapy Programme Within Local Child and Adolescent Mental Health Services,Bell D.,J Eval Clin Pract,2025,2025.2.11,,,
10.1002/eat.24432,"eBEfree: Combining Psychoeducation, Mindfulness, and Self-Compassion in an App-Based Psychological Intervention to Manage Binge-Eating Symptoms: A Randomized Controlled Trial","Senra H, Duarte C, Carvalho SA, Simões L, Ferreira C, Palmeira L, Matos M, Cunha M, Castilho P, Sousa B, Cordeiro L, Pinto-Gouveia J.",Int J Eat Disord,2025,2025.3.29,,,
10.2196/37640,Appropriate Use and Operationalization of Adherence to Digital Cognitive Behavioral Therapy for Depression and Anxiety in Youth: Systematic Review,"Li SH, Achilles MR, Werner-Seidler A, Beames JR, Subotic-Kerry M, O'Dea B.",JMIR Ment Health,2022,2022.8.17,,,
10.3390/bs8040036,Development and Pilot Testing of an Internet-Based Self-Help Intervention for Depression for Indian Users,"Mehrotra S, Sudhir P, Rao G, Thirthalli J, Srikanth TK.",Behav Sci (Basel),2018,2018.3.23,,,
10.2196/34032,Feasibility and Preliminary Efficacy of Web-Based and Mobile Interventions for Common Mental Health Problems in Working Adults: Multi-Arm Randomized Pilot Trial,"Economides M, Bolton H, Male R, Cavanagh K.",JMIR Form Res,2022,2022.3.3,,,
10.1097/MCG.0000000000002164,"Efficacy of a CBT Self-Help App (Zemedy) Versus an Education, Relaxation, and Mindfulness App for IBS: Results from Post-Treatment, 3-Month, and 6-Month Follow-Up","Hunt M, Dalvie A, Ipek S, Glinski S, Macks R.",J Clin Gastroenterol,2025,2025.3.12,,,
10.1016/j.invent.2021.100375,"Lessons learned from an attempted randomized-controlled feasibility trial on ""WIDeCAD"" - An internet-based depression treatment for people living with coronary artery disease (CAD)","Bendig E, Bauereiß N, Buntrock C, Habibović M, Ebert DD, Baumeister H.",Internet Interv,2021,2021.3.18,,,
10.1371/journal.pone.0119895,Internet and computer-based cognitive behavioral therapy for anxiety and depression in youth: a meta-analysis of randomized controlled outcome trials,"Ebert DD, Zarski AC, Christensen H, Stikkelbroek Y, Cuijpers P, Berking M, Riper H.",PLoS One,2015,2015.3.19,,,
10.1016/j.psychres.2024.116166,Effectiveness of digital intelligence interventions on depression and anxiety in older adults: A systematic review and meta-analysis,"Qiu YF, Wu M, Liu JL, Li CY, Yu YQ, Zeng LJ, Yang BX, Yang F.",Psychiatry Res,2024,2024.9.7,,,
10.2196/jmir.2826,Initial design of culturally informed behavioral intervention technologies: developing an mHealth intervention for young sexual minority men with generalized anxiety disorder and major depression,"Burns MN, Montague E, Mohr DC.",J Med Internet Res,2013,2013.12.7,,,
10.2196/mental.7769,"Preliminary Evaluation of a Brief Web and Mobile Phone Intervention for Men With Depression: Men's Positive Coping Strategies and Associated Depression, Resilience, and Work and Social Functioning","Fogarty AS, Proudfoot J, Whittle EL, Clarke J, Player MJ, Christensen H, Wilhelm K.",JMIR Ment Health,2017,2017.8.12,,,
10.2196/52662,Testing an Evidence-Based Self-Help Program for Infertility-Related Distress: Protocol for a Randomized Controlled Trial,"Gordon JL, Poulter MML, Balsom AA, Campbell TS.",JMIR Res Protoc,2024,2024.1.18,,,
10.3390/medicina61030431,"Next-Generation Cognitive-Behavioral Therapy for Depression: Integrating Digital Tools, Teletherapy, and Personalization for Enhanced Mental Health Outcomes","Gkintoni E, Vassilopoulos SP, Nikolaou G.",Medicina (Kaunas),2025,2025.3.27,,,
10.1093/sleep/zsz150,Depression prevention via digital cognitive behavioral therapy for insomnia: a randomized controlled trial,"Cheng P, Kalmbach DA, Tallent G, Joseph CL, Espie CA, Drake CL.",Sleep,2019,2019.9.20,,,
10.1055/s-0042-123540,[Internet- and Mobile Based Psychotherapy for Depression],"Sander L, Ebert DD, Baumeister H.",Fortschr Neurol Psychiatr,2017,2017.1.24,,,
10.1186/s40359-023-01312-1,StudiCare procrastination - Randomized controlled non-inferiority trial of a persuasive design-optimized internet- and mobile-based intervention with digital coach targeting procrastination in college students,"Mutter A, Küchler AM, Idrees AR, Kählke F, Terhorst Y, Baumeister H.",BMC Psychol,2023,2023.9.12,,,
10.1186/s13063-022-06728-5,Internet-based cognitive therapy for women with antenatal depressive symptoms during the COVID-19 pandemic: protocol for a multi-center randomized controlled trial across China,"Duan CC, Yu JL, Tao J, Zhang C, Zhang D, Zeng X, Zeng WT, Xu HL, Qiu JY, Dennis CL, Jin L, Huang HF, Wu YT.",Trials,2022,2022.9.21,,,
10.1002/da.23079,Efficacy of digital cognitive behavioral therapy for moderate-to-severe symptoms of generalized anxiety disorder: A randomized controlled trial,"Carl JR, Miller CB, Henry AL, Davis ML, Stott R, Smits JAJ, Emsley R, Gu J, Shin O, Otto MW, Craske MG, Saunders KEA, Goodwin GM, Espie CA.",Depress Anxiety,2020,2020.7.30,,,
10.1186/s13063-023-07634-0,SuRxgWell: study protocol for a randomized controlled trial of telemedicine-based digital cognitive behavioral intervention for high anxiety and depression among patients undergoing elective hip and knee arthroplasty surgery,"Kaynar AM, Lin C, Sanchez AG, Lavage DR, Monroe A, Zharichenko N, Strassburger M, Saucier K, Groff YJ, Klatt BA, O'Malley MJ, Szigethy E, Wasan AD, Chelly JE.",Trials,2023,2023.11.10,,,
10.1136/bmjopen-2021-058560,Personalised app-based relapse prevention of depressive and anxiety disorders in remitted adolescents and young adults: a protocol of the StayFine RCT,"Robberegt SJ, Kooiman BEAM, Albers CJ, Nauta MH, Bockting C, Stikkelbroek Y.",BMJ Open,2022,2022.12.15,,,
10.2196/47960,Effectiveness of a Web-based and Mobile Therapy Chatbot on Anxiety and Depressive Symptoms in Subclinical Young Adults: Randomized Controlled Trial,"Karkosz S, Szymański R, Sanna K, Michałowski J.",JMIR Form Res,2024,2024.3.20,,,
10.2196/16398,"A Web- and Mobile-Based Intervention for Comorbid, Recurrent Depression in Patients With Chronic Back Pain on Sick Leave (Get.Back): Pilot Randomized Controlled Trial on Feasibility, User Satisfaction, and Effectiveness","Schlicker S, Baumeister H, Buntrock C, Sander L, Paganini S, Lin J, Berking M, Lehr D, Ebert DD.",JMIR Ment Health,2020,2020.4.16,,,
10.1016/j.invent.2022.100579,"A protocol for a type 1 effectiveness-implementation randomized controlled trial of the WHO digital mental health intervention Step-by-Step to address depression among Chinese young adults in Macao (SAR), China","Sit HF, Li G, Chen W, Sou EKL, Wong M, Burchert S, Hong IW, Sit HY, Lam AIF, Hall BJ.",Internet Interv,2022,2022.10.11,,,
10.1016/j.cct.2023.107306,"A two-phase, prescriptive comparative effectiveness study to optimize the treatment of co-occurring insomnia and depression with digital interventions","Pigeon WR, Bishop TM, Bossarte RM, Schueller SM, Kessler RC.",Contemp Clin Trials,2023,2023.7.29,,,
10.1016/j.jad.2023.06.057,Effects of digital psychotherapy for depression and anxiety: A systematic review and bayesian network meta-analysis,"Wang M, Chen H, Yang F, Xu X, Li J.",J Affect Disord,2023,2023.7.1,,,
10.3928/02793695-20230424-01,Implementing Digital Cognitive-Behavioral Therapy for Major Depressive Disorder in Routine Psychiatric Appointments: A Pilot Project in a Rural Population,Sampson E.,J Psychosoc Nurs Ment Health Serv,2023,2023.5.3,,,
10.1016/j.jad.2018.04.101,"Bridging the ""digital divide"": A comparison of use and effectiveness of an online intervention for depression between Baby Boomers and Millennials","Schneider BC, Schröder J, Berger T, Hohagen F, Meyer B, Späth C, Greiner W, Hautzinger M, Lutz W, Rose M, Vettorazzi E, Moritz S, Klein JP.",J Affect Disord,2018,2018.5.12,,,
10.2196/32932,A Smartphone-Based Self-management Intervention for Individuals With Bipolar Disorder (LiveWell): Protocol Development for an Expert System to Provide Adaptive User Feedback,"Goulding EH, Dopke CA, Michaels T, Martin CR, Khiani MA, Garborg C, Karr C, Begale M.",JMIR Form Res,2021,2021.12.24,,,
10.1016/j.brat.2023.104369,Mechanisms of change in digital cognitive behavioral therapy for depression in patients with chronic back pain: A mediation analysis of a multicenter randomized clinical trial,"Lutsch AG, Baumeister H, Paganini S, Sander LB, Terhorst Y, Domhardt M.",Behav Res Ther,2023,2023.8.2,,,
10.1186/s13063-022-06850-4,Sleep to Reduce Incident Depression Effectively (STRIDE): study protocol for a randomized controlled trial comparing stepped-care cognitive-behavioral therapy for insomnia versus sleep education control to prevent major depression,"Drake CL, Kalmbach DA, Cheng P, Ahmedani BK, Peterson EL, Joseph CLM, Roth T, Kidwell KM, Sagong C.",Trials,2022,2022.12.2,,,
10.1186/s13063-020-04424-w,The BEACON study: protocol for a cohort study as part of an evaluation of the effectiveness of smartphone-assisted problem-solving therapy in men who present with intentional self-harm to emergency departments in Ontario,"Hatcher S, Heisel M, Ayonrinde O, Campbell JK, Colman I, Corsi DJ, Edgar NE, Gillett L, Kennedy SH, Hunt SL, Links P, MacLean S, Mehta V, Mushquash C, Raimundo A, Rizvi SJ, Saskin R, Schaffer A, Sidahmed A, Sinyor M, Soares C, Taljaard M, Testa V, Thavorn K, Thiruganasambandamoorthy V, Vaillancourt C.",Trials,2020,2020.11.14,,,
10.2196/42547,Optimizing Outcomes in Psychotherapy for Anxiety Disorders Using Smartphone-Based and Passive Sensing Features: Protocol for a Randomized Controlled Trial,"Müller-Bardorff M, Schulz A, Paersch C, Recher D, Schlup B, Seifritz E, Kolassa IT, Kowatsch T, Fisher A, Galatzer-Levy I, Kleim B.",JMIR Res Protoc,2024,2024.5.14,,,
10.1111/pcn.13458,The preventive effect of internet-based cognitive behavioral therapy for prevention of depression during pregnancy and in the postpartum period (iPDP): a large scale randomized controlled trial,"Nishi D, Imamura K, Watanabe K, Obikane E, Sasaki N, Yasuma N, Sekiya Y, Matsuyama Y, Kawakami N.",Psychiatry Clin Neurosci,2022,2022.9.17,,,
10.2196/53236,Investigating the Effectiveness of Technology-Based Distal Interventions for Postpartum Depression and Anxiety: Systematic Review and Meta-Analysis,"Brocklehurst SP, Morse AR, Cruwys T, Batterham PJ, Leach L, Robertson AM, Sahib A, Burke CT, Nguyen J, Calear AL.",J Med Internet Res,2024,2024.11.19,,,
10.3109/09638237.2011.608746,Mobile mental health: review of the emerging field and proof of concept study,"Harrison V, Proudfoot J, Wee PP, Parker G, Pavlovic DH, Manicavasagar V.",J Ment Health,2011,2011.10.13,,,
10.2196/24850,A Therapeutic Relational Agent for Reducing Problematic Substance Use (Woebot): Development and Usability Study,"Prochaska JJ, Vogel EA, Chieng A, Kendra M, Baiocchi M, Pajarito S, Robinson A.",J Med Internet Res,2021,2021.3.23,,,
10.2196/45099,Using Intervention Mapping and Behavior Change Techniques to Develop a Digital Intervention for Self-Management in Stroke: Development Study,"Wong AWK, Fong MWM, Munsell EGS, Metts CL, Lee SI, Nicol GE, DePaul O, Tomazin SE, Kaufman KJ, Mohr DC.",JMIR Hum Factors,2023,2023.7.24,,,
10.3390/ijerph19159549,The Efficacy of Digital Cognitive-Behavioral Interventions in Supporting the Psychological Adjustment and Sleep Quality of Pregnant Women with Sub-Clinical Symptoms: A Systematic Review and Meta-Analysis,"Mancinelli E, Bassi G, Gabrielli S, Salcuni S.",Int J Environ Res Public Health,2022,2022.8.12,,,
10.1192/bjo.2022.72,A self-guided and monitored digital problem-solving intervention for patients with symptoms of depression or anxiety on the waiting list for treatment in routine psychiatric care: feasibility study - CORRIGENDUM,"Hentati A, Forsell E, Ljótsson B, Lindefors N, Kraepelien M.",BJPsych Open,2022,2022.6.20,,,
10.1192/bjo.2022.14,A self-guided and monitored digital problem-solving intervention for patients with symptoms of depression or anxiety on the waiting list for treatment in routine psychiatric care: feasibility study,"Hentati A, Forsell E, Ljótsson B, Lindefors N, Kraepelien M.",BJPsych Open,2022,2022.2.8,,,
